fold,split,task_id,sims
fold_1,test,BigCodeBench/191,"[0.9949735, 0.99273837, 0.99103856]"
fold_1,test,BigCodeBench/706,"[0.98805577, 0.98707235, 0.99677396]"
fold_1,test,BigCodeBench/274,"[0.9983612, 0.99369884, 0.9974091]"
fold_1,test,BigCodeBench/1111,"[0.99637437, 0.99747324, 0.98236823]"
fold_1,test,BigCodeBench/135,"[0.9951703, 0.98993814, 0.9980433]"
fold_1,test,BigCodeBench/812,"[0.9923158, 0.9920027, 0.99230534]"
fold_1,test,BigCodeBench/131,"[0.9913091, 0.9904621, 0.98416597]"
fold_1,test,BigCodeBench/636,"[0.9893104, 0.98973405, 0.9848377]"
fold_1,test,BigCodeBench/234,"[0.99789584, 0.99268675, 0.99670154]"
fold_1,test,BigCodeBench/711,"[0.95124996, 0.9725343, 0.9945179]"
fold_1,test,BigCodeBench/814,"[0.98662883, 0.9907655, 0.9914076]"
fold_1,test,BigCodeBench/921,"[0.99624914, 0.99583995, 0.99652433]"
fold_1,test,BigCodeBench/1093,"[0.9804558, 0.973165, 0.9203757]"
fold_1,test,BigCodeBench/227,"[0.99459094, 0.99240386, 0.9928656]"
fold_1,test,BigCodeBench/1112,"[0.99023044, 0.9912022, 0.98857725]"
fold_1,test,BigCodeBench/610,"[0.9825157, 0.97909886, 0.98448944]"
fold_1,test,BigCodeBench/305,"[0.9979563, 0.996444, 0.9930678]"
fold_1,test,BigCodeBench/799,"[0.9979063, 0.9764211, 0.99630535]"
fold_1,test,BigCodeBench/518,"[0.9808364, 0.97978115, 0.9796767]"
fold_1,test,BigCodeBench/211,"[0.98012686, 0.99421114, 0.97728616]"
fold_1,test,BigCodeBench/579,"[0.99259317, 0.9956116, 0.99673903]"
fold_1,test,BigCodeBench/121,"[0.995978, 0.98634565, 0.99726677]"
fold_1,test,BigCodeBench/657,"[0.99523807, 0.9966127, 0.9980067]"
fold_1,test,BigCodeBench/422,"[0.99581945, 0.99267423, 0.9958893]"
fold_1,test,BigCodeBench/1042,"[0.9901251, 0.9827173, 0.99635124]"
fold_1,test,BigCodeBench/424,"[0.9955714, 0.9980074, 0.99151474]"
fold_1,test,BigCodeBench/74,"[0.9949436, 0.9907084, 0.9933571]"
fold_1,test,BigCodeBench/486,"[0.99189854, 0.99130124, 0.9927266]"
fold_1,test,BigCodeBench/821,"[0.9860866, 0.99217874, 0.99035573]"
fold_1,test,BigCodeBench/111,"[0.9722538, 0.9723883, 0.9750101]"
fold_1,test,BigCodeBench/655,"[0.97674435, 0.98706007, 0.975849]"
fold_1,test,BigCodeBench/452,"[0.9917251, 0.9822404, 0.9930767]"
fold_1,test,BigCodeBench/888,"[0.9708286, 0.949669, 0.96505046]"
fold_1,test,BigCodeBench/1058,"[0.995246, 0.9939595, 0.99461615]"
fold_1,test,BigCodeBench/1068,"[0.9979674, 0.9959564, 0.9958107]"
fold_1,test,BigCodeBench/494,"[0.9936173, 0.9966444, 0.994574]"
fold_1,test,BigCodeBench/1082,"[0.9749305, 0.9778267, 0.9862492]"
fold_1,test,BigCodeBench/910,"[0.9793141, 0.97600853, 0.9763789]"
fold_1,test,BigCodeBench/29,"[0.9962424, 0.9797952, 0.993595]"
fold_1,test,BigCodeBench/105,"[0.9957195, 0.9902164, 0.9946944]"
fold_1,test,BigCodeBench/1121,"[0.959561, 0.96272856, 0.9697247]"
fold_1,test,BigCodeBench/771,"[0.9896538, 0.9913274, 0.9916742]"
fold_1,test,BigCodeBench/661,"[0.98353887, 0.9712478, 0.9758935]"
fold_1,test,BigCodeBench/298,"[0.99357677, 0.99071914, 0.99005175]"
fold_1,test,BigCodeBench/915,"[0.99789286, 0.99547017, 0.99693125]"
fold_1,test,BigCodeBench/1139,"[0.9890358, 0.99162805, 0.9905571]"
fold_1,test,BigCodeBench/177,"[0.98544323, 0.98639035, 0.9884143]"
fold_1,test,BigCodeBench/996,"[0.94605017, 0.9516603, 0.9518366]"
fold_1,test,BigCodeBench/599,"[0.98526406, 0.99251693, 0.9700893]"
fold_1,test,BigCodeBench/250,"[0.9803712, 0.97176486, 0.9723393]"
fold_1,test,BigCodeBench/558,"[0.9885716, 0.98958933, 0.9807814]"
fold_1,test,BigCodeBench/183,"[0.9911717, 0.9954208, 0.99412495]"
fold_1,test,BigCodeBench/346,"[0.98972315, 0.9909717, 0.99272984]"
fold_1,test,BigCodeBench/433,"[0.9903133, 0.9921835, 0.99334395]"
fold_1,test,BigCodeBench/205,"[0.98865056, 0.98814297, 0.9896721]"
fold_1,test,BigCodeBench/952,"[0.9912398, 0.99773264, 0.99595344]"
fold_1,test,BigCodeBench/271,"[0.9905187, 0.9922843, 0.99125254]"
fold_1,test,BigCodeBench/70,"[0.98259145, 0.98013115, 0.98021543]"
fold_1,test,BigCodeBench/1073,"[0.9880785, 0.9667704, 0.9756506]"
fold_1,test,BigCodeBench/972,"[0.9831475, 0.9798466, 0.99469584]"
fold_1,test,BigCodeBench/541,"[0.99202603, 0.9903072, 0.99845374]"
fold_1,test,BigCodeBench/851,"[0.98479724, 0.9916538, 0.9672507]"
fold_1,test,BigCodeBench/611,"[0.97616297, 0.9824744, 0.9917236]"
fold_1,test,BigCodeBench/1129,"[0.9854471, 0.98009115, 0.9839376]"
fold_1,test,BigCodeBench/484,"[0.99325264, 0.9920578, 0.99422723]"
fold_1,test,BigCodeBench/1116,"[0.99232507, 0.9935768, 0.99625385]"
fold_1,test,BigCodeBench/995,"[0.99693775, 0.9898437, 0.98241353]"
fold_1,test,BigCodeBench/458,"[0.98669714, 0.99348545, 0.9864835]"
fold_1,test,BigCodeBench/36,"[0.9952662, 0.9970456, 0.9916565]"
fold_1,test,BigCodeBench/893,"[0.9954237, 0.9929561, 0.9915638]"
fold_1,test,BigCodeBench/492,"[0.98696506, 0.9938327, 0.99113226]"
fold_1,test,BigCodeBench/1100,"[0.98922706, 0.9904899, 0.99459034]"
fold_1,test,BigCodeBench/32,"[0.9482267, 0.96205175, 0.9379971]"
fold_1,test,BigCodeBench/652,"[0.99621373, 0.993718, 0.9928684]"
fold_1,test,BigCodeBench/479,"[0.9903534, 0.9957586, 0.98530924]"
fold_1,test,BigCodeBench/592,"[0.97810894, 0.9834775, 0.9773734]"
fold_1,test,BigCodeBench/644,"[0.98298633, 0.9865017, 0.9782951]"
fold_1,test,BigCodeBench/988,"[0.99480677, 0.9786856, 0.961801]"
fold_1,test,BigCodeBench/400,"[0.979616, 0.9806844, 0.9872722]"
fold_1,test,BigCodeBench/150,"[0.9880388, 0.9918038, 0.98489577]"
fold_1,test,BigCodeBench/847,"[0.9915663, 0.99499524, 0.99182487]"
fold_1,test,BigCodeBench/301,"[0.99749374, 0.98923856, 0.9916777]"
fold_1,test,BigCodeBench/442,"[0.99488246, 0.99760604, 0.99800366]"
fold_1,test,BigCodeBench/898,"[0.96999896, 0.99663764, 0.99885833]"
fold_1,test,BigCodeBench/1000,"[0.9590895, 0.9714457, 0.9735569]"
fold_1,test,BigCodeBench/273,"[0.99745274, 0.9970732, 0.997013]"
fold_1,test,BigCodeBench/593,"[0.99477327, 0.9925033, 0.9919108]"
fold_1,test,BigCodeBench/409,"[0.9927732, 0.98682714, 0.9902568]"
fold_1,test,BigCodeBench/488,"[0.9944174, 0.995014, 0.9928293]"
fold_1,test,BigCodeBench/1057,"[0.9869385, 0.9883273, 0.9884157]"
fold_1,test,BigCodeBench/512,"[0.99099237, 0.9848371, 0.98275495]"
fold_1,test,BigCodeBench/563,"[0.98076576, 0.9623927, 0.9792307]"
fold_1,test,BigCodeBench/811,"[0.98153454, 0.98698074, 0.98843604]"
fold_1,test,BigCodeBench/553,"[0.9678841, 0.9791112, 0.9622368]"
fold_1,test,BigCodeBench/223,"[0.98007834, 0.98157835, 0.992847]"
fold_1,test,BigCodeBench/326,"[0.9842226, 0.9978055, 0.99693936]"
fold_1,test,BigCodeBench/313,"[0.99405736, 0.9932115, 0.9940553]"
fold_1,test,BigCodeBench/1077,"[0.99145675, 0.9882797, 0.9916155]"
fold_1,test,BigCodeBench/853,"[0.98460084, 0.9944759, 0.9878824]"
fold_1,test,BigCodeBench/53,"[0.9961094, 0.99643815, 0.97970396]"
fold_1,test,BigCodeBench/608,"[0.9895349, 0.99417907, 0.995233]"
fold_1,test,BigCodeBench/95,"[0.98179126, 0.990362, 0.9966441]"
fold_1,test,BigCodeBench/945,"[0.99344826, 0.977178, 0.9942137]"
fold_1,test,BigCodeBench/109,"[0.97907424, 0.9913308, 0.98619956]"
fold_1,test,BigCodeBench/254,"[0.9928621, 0.9929942, 0.9902437]"
fold_1,test,BigCodeBench/189,"[0.9875393, 0.9849751, 0.9748208]"
fold_1,test,BigCodeBench/61,"[0.9979797, 0.98260194, 0.99429774]"
fold_1,test,BigCodeBench/916,"[0.96845186, 0.98410106, 0.97850364]"
fold_1,test,BigCodeBench/132,"[0.99281913, 0.9844039, 0.99176025]"
fold_1,test,BigCodeBench/1108,"[0.9392058, 0.9573451, 0.9297056]"
fold_1,test,BigCodeBench/482,"[0.9976343, 0.993612, 0.99745095]"
fold_1,test,BigCodeBench/865,"[0.9934669, 0.994265, 0.98922265]"
fold_2,fit,BigCodeBench/429,[0.9934665]
fold_2,fit,BigCodeBench/849,[0.996002]
fold_2,fit,BigCodeBench/66,[0.9501514]
fold_2,fit,BigCodeBench/469,[0.9950346]
fold_2,fit,BigCodeBench/635,[0.9917352]
fold_2,fit,BigCodeBench/329,[0.9766538]
fold_2,fit,BigCodeBench/773,[0.9927763]
fold_2,fit,BigCodeBench/229,[0.99542654]
fold_2,fit,BigCodeBench/726,[0.9829284]
fold_2,fit,BigCodeBench/51,[0.997511]
fold_2,fit,BigCodeBench/951,[0.9948144]
fold_2,fit,BigCodeBench/476,[0.96478736]
fold_2,fit,BigCodeBench/188,[0.98947823]
fold_2,fit,BigCodeBench/528,[0.9795599]
fold_2,fit,BigCodeBench/582,[0.9941267]
fold_2,fit,BigCodeBench/348,[0.949028]
fold_2,fit,BigCodeBench/886,[0.9845189]
fold_2,fit,BigCodeBench/779,[0.98751795]
fold_2,fit,BigCodeBench/241,[0.989504]
fold_2,fit,BigCodeBench/1097,[0.9964875]
fold_2,fit,BigCodeBench/763,[0.98397875]
fold_2,fit,BigCodeBench/620,[0.99404544]
fold_2,fit,BigCodeBench/395,[0.9939535]
fold_2,fit,BigCodeBench/618,[0.9920931]
fold_2,fit,BigCodeBench/332,[0.9863332]
fold_2,fit,BigCodeBench/955,[0.9939151]
fold_2,fit,BigCodeBench/1041,[0.99178416]
fold_2,fit,BigCodeBench/413,[0.9915599]
fold_2,fit,BigCodeBench/93,[0.98013794]
fold_2,fit,BigCodeBench/900,[0.9865457]
fold_2,fit,BigCodeBench/997,[0.9976462]
fold_2,fit,BigCodeBench/1039,[0.9962846]
fold_2,fit,BigCodeBench/443,[0.99846566]
fold_2,fit,BigCodeBench/947,[0.9935119]
fold_2,fit,BigCodeBench/1120,[0.9680458]
fold_2,fit,BigCodeBench/885,[0.95990056]
fold_2,fit,BigCodeBench/363,[0.99664927]
fold_2,fit,BigCodeBench/513,[0.9894872]
fold_2,fit,BigCodeBench/172,[0.9462765]
fold_2,fit,BigCodeBench/117,[0.9965724]
fold_2,fit,BigCodeBench/321,[0.9951843]
fold_2,fit,BigCodeBench/115,[0.9519062]
fold_2,fit,BigCodeBench/41,[0.9879865]
fold_2,fit,BigCodeBench/8,[0.99172086]
fold_2,fit,BigCodeBench/818,[0.99331665]
fold_2,validate,BigCodeBench/50,[0.9944457]
fold_2,validate,BigCodeBench/125,[0.99744284]
fold_2,validate,BigCodeBench/614,[0.9874829]
fold_2,validate,BigCodeBench/323,[0.9934957]
fold_2,validate,BigCodeBench/317,[0.9951207]
fold_2,validate,BigCodeBench/864,[0.9828236]
fold_2,validate,BigCodeBench/993,[0.99417394]
fold_2,validate,BigCodeBench/1122,[0.9904017]
fold_2,validate,BigCodeBench/383,[0.9883168]
fold_2,validate,BigCodeBench/17,[0.9940468]
fold_2,validate,BigCodeBench/1085,[0.9795336]
fold_2,validate,BigCodeBench/917,[0.99417955]
fold_2,validate,BigCodeBench/1104,[0.9723366]
fold_2,validate,BigCodeBench/511,[0.987487]
fold_2,validate,BigCodeBench/291,[0.9436993]
fold_2,validate,BigCodeBench/798,[0.9801642]
fold_2,validate,BigCodeBench/607,[0.9818951]
fold_2,validate,BigCodeBench/365,[0.99741423]
fold_2,validate,BigCodeBench/256,[0.9965608]
fold_2,validate,BigCodeBench/857,[0.98045427]
fold_2,validate,BigCodeBench/441,[0.9770391]
fold_2,validate,BigCodeBench/215,[0.97340244]
fold_2,validate,BigCodeBench/1036,[0.9928955]
fold_2,validate,BigCodeBench/168,[0.9916185]
fold_2,validate,BigCodeBench/775,[0.99595094]
fold_2,validate,BigCodeBench/680,[0.9888725]
fold_2,validate,BigCodeBench/1034,[0.98038775]
fold_2,validate,BigCodeBench/91,[0.9938557]
fold_2,validate,BigCodeBench/284,[0.9549743]
fold_2,validate,BigCodeBench/75,[0.99766076]
fold_2,validate,BigCodeBench/531,[0.9950383]
fold_2,validate,BigCodeBench/922,[0.9995848]
fold_2,validate,BigCodeBench/82,[0.5381125]
fold_2,validate,BigCodeBench/102,[0.9910474]
fold_2,validate,BigCodeBench/882,[0.9863092]
fold_2,validate,BigCodeBench/101,[0.9905351]
fold_2,validate,BigCodeBench/940,[0.99021673]
fold_2,validate,BigCodeBench/244,[0.98816484]
fold_2,validate,BigCodeBench/354,[0.9745643]
fold_2,validate,BigCodeBench/10,[0.99462223]
fold_2,validate,BigCodeBench/759,[0.9536105]
fold_2,validate,BigCodeBench/222,[0.99040234]
fold_2,validate,BigCodeBench/708,[0.97921133]
fold_2,validate,BigCodeBench/604,[0.9570926]
fold_2,validate,BigCodeBench/943,[0.9811722]
fold_2,test,BigCodeBench/627,"[0.9960549, 0.9977484, 0.9814451]"
fold_2,test,BigCodeBench/425,"[0.9892604, 0.989119, 0.98687875]"
fold_2,test,BigCodeBench/1021,"[0.9977993, 0.9971888, 0.99700046]"
fold_2,test,BigCodeBench/651,"[0.98702216, 0.99454194, 0.98973274]"
fold_2,test,BigCodeBench/158,"[0.96671957, 0.94266105, 0.94176936]"
fold_2,test,BigCodeBench/90,"[0.99569535, 0.99655735, 0.9970509]"
fold_2,test,BigCodeBench/793,"[0.9928134, 0.9946239, 0.9874512]"
fold_2,test,BigCodeBench/84,"[0.9984081, 0.9980518, 0.9971666]"
fold_2,test,BigCodeBench/474,"[0.9934486, 0.9925102, 0.9933859]"
fold_2,test,BigCodeBench/434,"[0.9956054, 0.9943502, 0.9915171]"
fold_2,test,BigCodeBench/290,"[0.98489773, 0.97626173, 0.9908762]"
fold_2,test,BigCodeBench/1103,"[0.98160505, 0.98220676, 0.99058986]"
fold_2,test,BigCodeBench/1019,"[0.9922161, 0.99732274, 0.9950914]"
fold_2,test,BigCodeBench/387,"[0.99606323, 0.9910227, 0.98942906]"
fold_2,test,BigCodeBench/181,"[0.9952094, 0.9639502, 0.9973758]"
fold_2,test,BigCodeBench/385,"[0.9879762, 0.9850502, 0.9551291]"
fold_2,test,BigCodeBench/463,"[0.98896456, 0.9772946, 0.98177046]"
fold_2,test,BigCodeBench/801,"[0.97954327, 0.9864318, 0.9866001]"
fold_2,test,BigCodeBench/473,"[0.98789424, 0.9872455, 0.99244964]"
fold_2,test,BigCodeBench/800,"[0.9891056, 0.98553, 0.98796695]"
fold_2,test,BigCodeBench/601,"[0.98740447, 0.99076897, 0.988863]"
fold_2,test,BigCodeBench/248,"[0.9874482, 0.9858278, 0.9948052]"
fold_2,test,BigCodeBench/39,"[0.98833054, 0.9854618, 0.9892518]"
fold_2,test,BigCodeBench/44,"[0.9727764, 0.9705981, 0.96427363]"
fold_2,test,BigCodeBench/322,"[0.9837242, 0.9867952, 0.9934503]"
fold_2,test,BigCodeBench/449,"[0.99483925, 0.9883871, 0.99572295]"
fold_2,test,BigCodeBench/94,"[0.9982562, 0.99360186, 0.99767363]"
fold_2,test,BigCodeBench/1004,"[0.9941497, 0.9900521, 0.99336445]"
fold_2,test,BigCodeBench/901,"[0.9548024, 0.9911699, 0.9622343]"
fold_2,test,BigCodeBench/152,"[0.9977367, 0.99678373, 0.9957715]"
fold_2,test,BigCodeBench/765,"[0.9888515, 0.9971394, 0.9924959]"
fold_2,test,BigCodeBench/964,"[0.99693406, 0.9977065, 0.9970867]"
fold_2,test,BigCodeBench/835,"[0.99282146, 0.99258935, 0.99668354]"
fold_2,test,BigCodeBench/1071,"[0.99195635, 0.98578995, 0.9816146]"
fold_2,test,BigCodeBench/570,"[0.9615502, 0.97112536, 0.96369696]"
fold_2,test,BigCodeBench/372,"[0.96092904, 0.96405566, 0.98500454]"
fold_2,test,BigCodeBench/79,"[0.9900923, 0.9931504, 0.98781735]"
fold_2,test,BigCodeBench/1046,"[0.99661624, 0.99159575, 0.99174124]"
fold_2,test,BigCodeBench/6,"[0.9160155, 0.9266248, 0.9529389]"
fold_2,test,BigCodeBench/12,"[0.99525845, 0.98650825, 0.99408925]"
fold_2,test,BigCodeBench/942,"[0.9982985, 0.9963049, 0.99685156]"
fold_2,test,BigCodeBench/65,"[0.9871569, 0.98852396, 0.985371]"
fold_2,test,BigCodeBench/231,"[0.9960732, 0.9953469, 0.9968441]"
fold_2,test,BigCodeBench/1090,"[0.99184155, 0.99247813, 0.99001336]"
fold_2,test,BigCodeBench/576,"[0.9876619, 0.9808204, 0.97182554]"
fold_2,test,BigCodeBench/728,"[0.98537, 0.993241, 0.992294]"
fold_2,test,BigCodeBench/1098,"[0.9907316, 0.98543113, 0.98262566]"
fold_2,test,BigCodeBench/871,"[0.9816449, 0.9803258, 0.99339306]"
fold_2,test,BigCodeBench/503,"[0.9906213, 0.9800806, 0.993232]"
fold_2,test,BigCodeBench/1067,"[0.99395454, 0.9762147, 0.9791842]"
fold_2,test,BigCodeBench/255,"[0.9765167, 0.9632221, 0.9850464]"
fold_2,test,BigCodeBench/468,"[0.93693095, 0.9606097, 0.96820647]"
fold_2,test,BigCodeBench/802,"[0.9682981, 0.98071337, 0.9849731]"
fold_2,test,BigCodeBench/1066,"[0.9948799, 0.9927851, 0.9956165]"
fold_2,test,BigCodeBench/356,"[0.9914143, 0.99462366, 0.9822868]"
fold_2,test,BigCodeBench/457,"[0.94858027, 0.9711624, 0.9824175]"
fold_2,test,BigCodeBench/56,"[0.9877007, 0.97979474, 0.9710612]"
fold_2,test,BigCodeBench/810,"[0.98283935, 0.98318666, 0.99553686]"
fold_2,test,BigCodeBench/324,"[0.985431, 0.9940673, 0.99034244]"
fold_2,test,BigCodeBench/899,"[0.9962013, 0.9976666, 0.99213314]"
fold_2,test,BigCodeBench/1016,"[0.9964299, 0.9940038, 0.9927572]"
fold_2,test,BigCodeBench/235,"[0.99353856, 0.9878838, 0.9926621]"
fold_2,test,BigCodeBench/428,"[0.99052405, 0.9896476, 0.9827275]"
fold_2,test,BigCodeBench/190,"[0.99364376, 0.9842347, 0.9742]"
fold_2,test,BigCodeBench/319,"[0.9898739, 0.99220395, 0.99666595]"
fold_2,test,BigCodeBench/155,"[0.99047816, 0.9892905, 0.99002004]"
fold_2,test,BigCodeBench/31,"[0.97561944, 0.9876512, 0.9847224]"
fold_2,test,BigCodeBench/509,"[0.9952735, 0.99777716, 0.993397]"
fold_2,test,BigCodeBench/564,"[0.98337394, 0.987723, 0.96985763]"
fold_2,test,BigCodeBench/522,"[0.9971565, 0.9903447, 0.9954433]"
fold_2,test,BigCodeBench/267,"[0.99801946, 0.9941208, 0.9968574]"
fold_2,test,BigCodeBench/737,"[0.97672486, 0.96879, 0.9622038]"
fold_2,test,BigCodeBench/723,"[0.991845, 0.9852405, 0.9884932]"
fold_2,test,BigCodeBench/182,"[0.98045635, 0.97636783, 0.99126685]"
fold_2,test,BigCodeBench/378,"[0.99752957, 0.9960331, 0.9979418]"
fold_2,test,BigCodeBench/617,"[0.9899982, 0.9976561, 0.9964775]"
fold_2,test,BigCodeBench/526,"[0.98519343, 0.997156, 0.9971434]"
fold_2,test,BigCodeBench/892,"[0.9872495, 0.99460435, 0.9867812]"
fold_2,test,BigCodeBench/935,"[0.98415446, 0.9766277, 0.9752314]"
fold_2,test,BigCodeBench/242,"[0.99772084, 0.9917794, 0.99783987]"
fold_2,test,BigCodeBench/411,"[0.99507636, 0.9932459, 0.9916818]"
fold_2,test,BigCodeBench/13,"[0.99577236, 0.99892586, 0.99796116]"
fold_2,test,BigCodeBench/264,"[0.99229705, 0.97950685, 0.99174964]"
fold_2,test,BigCodeBench/63,"[0.9955071, 0.9963431, 0.99040425]"
fold_2,test,BigCodeBench/1114,"[0.99549097, 0.99411, 0.99517447]"
fold_2,test,BigCodeBench/1001,"[0.99568427, 0.9870658, 0.9924886]"
fold_2,test,BigCodeBench/725,"[0.9656504, 0.9713721, 0.9747677]"
fold_2,test,BigCodeBench/568,"[0.9881024, 0.9891595, 0.98453456]"
fold_2,test,BigCodeBench/399,"[0.9944451, 0.99414885, 0.9953152]"
fold_2,test,BigCodeBench/1069,"[0.9818671, 0.9789866, 0.9768389]"
fold_2,test,BigCodeBench/208,"[0.9779332, 0.97157025, 0.9916962]"
fold_2,test,BigCodeBench/475,"[0.99484634, 0.9952084, 0.9927457]"
fold_2,test,BigCodeBench/439,"[0.98111904, 0.9671175, 0.98745453]"
fold_2,test,BigCodeBench/173,"[0.99413526, 0.98439074, 0.97293216]"
fold_2,test,BigCodeBench/985,"[0.9979065, 0.99677235, 0.99660647]"
fold_2,test,BigCodeBench/909,"[0.9956575, 0.99260765, 0.993535]"
fold_2,test,BigCodeBench/713,"[0.99527377, 0.9930651, 0.9963771]"
fold_2,test,BigCodeBench/594,"[0.99571, 0.9940923, 0.99247015]"
fold_2,test,BigCodeBench/360,"[0.9915947, 0.99157274, 0.9971768]"
fold_2,test,BigCodeBench/203,"[0.99564254, 0.99503237, 0.995004]"
fold_2,test,BigCodeBench/822,"[0.9967843, 0.9934212, 0.9959737]"
fold_2,test,BigCodeBench/314,"[0.9799868, 0.98068243, 0.9664656]"
fold_2,test,BigCodeBench/491,"[0.9977473, 0.99362767, 0.9969068]"
fold_2,test,BigCodeBench/933,"[0.9924652, 0.9944236, 0.9774184]"
fold_2,test,BigCodeBench/1015,"[0.99621356, 0.99129593, 0.9972838]"
fold_2,test,BigCodeBench/1137,"[0.9838178, 0.9789426, 0.9910048]"
fold_2,test,BigCodeBench/507,"[0.97881246, 0.9901747, 0.9857335]"
fold_2,test,BigCodeBench/1123,"[0.98978776, 0.98881257, 0.9800482]"
fold_2,test,BigCodeBench/270,"[0.99241567, 0.9941354, 0.9941354]"
fold_2,test,BigCodeBench/1065,"[0.9927033, 0.9797386, 0.9873961]"
fold_2,test,BigCodeBench/720,"[0.9932128, 0.9861001, 0.991786]"
fold_2,test,BigCodeBench/88,"[0.9872357, 0.9763347, 0.9815351]"
fold_2,test,BigCodeBench/435,"[0.9908033, 0.98932695, 0.9898512]"
fold_2,test,BigCodeBench/946,"[0.9951926, 0.9877236, 0.9915467]"
fold_2,test,BigCodeBench/875,"[0.9733022, 0.99225754, 0.98385525]"
fold_2,test,BigCodeBench/232,"[0.97714245, 0.9800936, 0.9757552]"
fold_2,test,BigCodeBench/565,"[0.95355594, 0.9718883, 0.9600588]"
fold_2,test,BigCodeBench/402,"[0.94490165, 0.96587074, 0.95494515]"
fold_2,test,BigCodeBench/1113,"[0.9802851, 0.99458957, 0.9935125]"
fold_2,test,BigCodeBench/1044,"[0.99134755, 0.9943515, 0.9947184]"
fold_2,test,BigCodeBench/1030,"[0.9974757, 0.9939367, 0.9961526]"
fold_2,test,BigCodeBench/918,"[0.98777294, 0.97441036, 0.9841902]"
fold_2,test,BigCodeBench/597,"[0.97636354, 0.9875643, 0.99484396]"
fold_2,test,BigCodeBench/697,"[0.9611241, 0.977785, 0.9814793]"
fold_2,test,BigCodeBench/929,"[0.9805378, 0.98551357, 0.98145044]"
fold_2,test,BigCodeBench/944,"[0.99717736, 0.9971524, 0.991581]"
fold_2,test,BigCodeBench/701,"[0.9608158, 0.9721614, 0.96873504]"
fold_2,test,BigCodeBench/246,"[0.9923842, 0.9945195, 0.99676377]"
fold_2,test,BigCodeBench/986,"[0.9881961, 0.99701977, 0.99506414]"
fold_2,test,BigCodeBench/913,"[0.97620654, 0.96870345, 0.98489624]"
fold_2,test,BigCodeBench/89,"[0.9912143, 0.98350877, 0.9976055]"
fold_2,test,BigCodeBench/388,"[0.9619478, 0.95936817, 0.9879021]"
fold_2,test,BigCodeBench/584,"[0.9909598, 0.9909999, 0.998423]"
fold_2,test,BigCodeBench/1009,"[0.9755358, 0.9765639, 0.9728887]"
fold_2,test,BigCodeBench/1105,"[0.9968136, 0.97708076, 0.9974846]"
fold_2,test,BigCodeBench/237,"[0.9972817, 0.9944724, 0.99633116]"
fold_2,test,BigCodeBench/412,"[0.96803325, 0.96821946, 0.94463074]"
fold_2,test,BigCodeBench/15,"[0.9966738, 0.9877617, 0.9968635]"
fold_2,test,BigCodeBench/81,"[0.52539444, 0.9578327, 0.9965031]"
fold_2,test,BigCodeBench/204,"[0.96609205, 0.9650427, 0.9870055]"
fold_2,test,BigCodeBench/154,"[0.9965068, 0.9805284, 0.9917026]"
fold_2,test,BigCodeBench/1064,"[0.94304764, 0.96369886, 0.96184516]"
fold_2,test,BigCodeBench/344,"[0.9939338, 0.989853, 0.9827386]"
fold_2,test,BigCodeBench/941,"[0.9902732, 0.99343723, 0.99766076]"
fold_2,test,BigCodeBench/606,"[0.9971078, 0.9912035, 0.9915563]"
fold_2,test,BigCodeBench/46,"[0.96541196, 0.9482368, 0.9524649]"
fold_2,test,BigCodeBench/1056,"[0.99505985, 0.9864463, 0.9795357]"
fold_2,test,BigCodeBench/602,"[0.99047995, 0.98028183, 0.98665076]"
fold_2,test,BigCodeBench/785,"[0.99653876, 0.9967809, 0.9954348]"
fold_2,test,BigCodeBench/583,"[0.99777097, 0.989038, 0.9960938]"
fold_2,test,BigCodeBench/1005,"[0.9849087, 0.98774076, 0.99260116]"
fold_2,test,BigCodeBench/1012,"[0.9967164, 0.99771196, 0.9954457]"
fold_2,test,BigCodeBench/103,"[0.9921703, 0.9914714, 0.99187165]"
fold_2,test,BigCodeBench/973,"[0.9962716, 0.98881817, 0.99592066]"
fold_2,test,BigCodeBench/202,"[0.9847752, 0.9645133, 0.9917782]"
fold_2,test,BigCodeBench/881,"[0.99207425, 0.97419417, 0.96197]"
fold_2,test,BigCodeBench/195,"[0.96328914, 0.9530014, 0.9899155]"
fold_2,test,BigCodeBench/894,"[0.99470615, 0.99091303, 0.995971]"
fold_2,test,BigCodeBench/320,"[0.9876075, 0.97788984, 0.9837393]"
fold_2,test,BigCodeBench/224,"[0.98859155, 0.9901984, 0.9930758]"
fold_2,test,BigCodeBench/397,"[0.9557624, 0.96743274, 0.97115415]"
fold_2,test,BigCodeBench/1094,"[0.99345744, 0.99291587, 0.9885777]"
fold_2,test,BigCodeBench/715,"[0.95108014, 0.93842196, 0.9666093]"
fold_2,test,BigCodeBench/989,"[0.9893745, 0.9969837, 0.9941591]"
fold_2,test,BigCodeBench/1040,"[0.99896866, 0.9983479, 0.9960343]"
fold_2,test,BigCodeBench/914,"[0.994211, 0.99018973, 0.99125147]"
fold_2,test,BigCodeBench/524,"[0.99693143, 0.9963276, 0.99625885]"
fold_2,test,BigCodeBench/440,"[0.9964354, 0.997593, 0.99360085]"
fold_2,test,BigCodeBench/975,"[0.99619, 0.9950428, 0.99277955]"
fold_2,test,BigCodeBench/85,"[0.98979175, 0.990057, 0.989413]"
fold_2,test,BigCodeBench/219,"[0.96788126, 0.98886746, 0.98348]"
fold_2,test,BigCodeBench/567,"[0.98618346, 0.9909481, 0.97585636]"
